lifetime_gross,rank,studio,title,year
11740,13680,SD,Rid of Me,2011
11728,13681,Zeit.,Writer of O,2005
11722,13682,KL,Lucha Mexico,2016
11720,13683,FM,Marie's Story,2015
11710,13684,Da.,White Wedding,2010
11710,13685,Cow.,Hell's Kitchen,1999
11698,13686,Mont.,One Peace at a Time,2009
11690,13687,WB,Breaking Up,1997
11683,13688,Mira.,My Voyage to Italy,2001
11678,13689,Zeit.,Don't Call Me Son,2016
11669,13690,Par.,Pontiac Moon,1994
11662,13691,Lorb.,Salt of this Sea,2010
11660,13692,Atl,Home Is Where the Hart Is,1987
11650,13693,MNE,Charlie Countryman,2013
11640,13694,AFP,36 Saints,2013
11616,13695,KL,Life of Riley,2014
11613,13696,KL,Beuys,2018
11606,13697,CLS,Angels in the Dust,2007
11600,13698,Outs,Living is Easy with Eyes Closed,2014
11573,13699,Icar.,Operation Filmmaker,2008
11572,13700,FM,Shadowman,2017
11562,13701,Open,Crop Circles: Quest for Truth,2002
11560,13702,RA,Intoxicating,2004
11558,13703,IFC,The Preppie Connection,2016
11553,13704,Osci.,River of Grass,2016
11550,13705,BMG,East of Havana,2007
11548,13706,FRun,The Ruins of Lifta,2016
11546,13707,KL,Kidnapping of Michel Houellebecq,2015
11539,13708,Trib.,Ultrasuede,2012
11538,13709,Vari.,After the Cup: Sons of Sakhnin United,2010
11528,13710,FR,Dead Awake (2017),2017
11523,13711,Wlfe.,Girl Play,2005
11514,13712,Gold.,Elektra Luxx,2011
11486,13713,EOne,You're Not You,2014
11480,13714,HGS,Manfast,2003
11455,13715,KMG,Waltzing Anna,2006
11445,13716,Pict.,Whole New Thing,2007
11445,13717,Strand,The Taqwacores,2010
11441,13718,Bal.,Sputnik Mania,2008
11436,13719,CityL,Gardens of the Night,2008
11434,13720,IFC,Quiet Chaos,2009
11428,13721,RTWC,The Great Invisible,2014
11428,13722,Drft.,The Final Member,2014
11422,13723,7Art,The Mesmerist,2002
11421,13724,Strand,Love Forbidden,2003
11419,13725,FRun,Le Grand Role,2005
11408,13726,Reg.,Taxidermia,2009
11403,13727,Cohen,Just Like a Woman,2013
11400,13728,PDF,Beside Bowie: The Mick Ronson Story,2017
11396,13729,FRun,Verdict on Auschwitz,2007
11385,13730,TWE,Iron Warrior,1987
11384,13731,Fish,Camera Obscura,2003
11362,13732,Abr.,Cherry,2010
11344,13733,Focus,Family Fundamentals,2002
11342,13734,Strand,The Amazing Catfish,2014
11314,13735,CJ,Saigon Bodyguards,2017
11314,13736,BWP,Viktoria,2016
11305,13737,Loop,Cinemania,2003
11295,13738,Strand,"Otto; or, Up with the Dead People",2008
11294,13739,Free,The Devil's Violinist,2015
11290,13740,Wells,Live Freaky! Die Freaky!,2006
11288,13741,Eros,Dishkiyaoon,2014
11287,13742,EpicPics,Jeruzalem,2016
11271,13743,Zeit.,Theo Who Lived,2016
11268,13744,Wildc.,Looking for Palladin,2009
11263,13745,Crnth,Policeman,2014
11239,13746,AD,Anonymous (2016),2016
11222,13747,TFA,The Pathological Optimist,2017
11206,13748,Wins.,Tour Truffaut,1999
11204,13749,Reg.,Fat Girls,2007
11197,13750,Jan.,Ugetsu (2017 re-release),2017
11186,13751,CL,So Young,2013
11183,13752,N/A,Children of Invention,2010
11163,13753,NYer,Lost in Beijing,2008
11157,13754,Trib.,Greetings from Tim Buckley,2013
11156,13755,Trit,The Last Party,1993
11146,13756,Argo.,"Now, Forager",2012
11137,13757,RTWC,Dragon (2012),2012
11130,13758,Sony,The Suburbans,1999
11130,13759,Sony,The Surburbans,1999
11126,13760,FM,My Art,2018
11100,13761,CED,InSight,2011
11089,13762,IFC,Sweet Virginia,2017
11089,13763,Psyc.,Winning Girls Through Psychic Mind Control,2005
11043,13764,KL,The Challenge (2017),2017
11026,13765,CGld,The Woman with the Five Elephants,2011
11023,13766,Strand,Gasoline,2003
11021,13767,SFI,Pay 2 Play: Democracy's High Stakes,2014
11018,13768,WGUSA,The Front Line,2012
11004,13769,IFC,I Hate Valentine's Day,2009
11001,13770,Newp.,The Conrad Boys,2006
11000,13771,Indic.,Christina,2010
11000,13772,Reg.,Pauly Shore is Dead,2004
11000,13773,FM,Manito,2003
10983,13774,KL,1001 Grams,2015
10975,13775,GK,Tales of the Night,2012
10970,13776,Anch.,Just Before I Go,2015
10969,13777,HF,Digging Up the Marrow,2015
10960,13778,MBox,Henning Mankell's 'Wallander': The Revenge,2012
10935,13779,Free,Sarah Palin - You Betcha!,2011
10921,13780,NYer,Belle Toujours,2007
10888,13781,Avat.,MC5: A True Testimonial,2004
10886,13782,Lions,Stardom,2000
10854,13783,Wein.,The Players,2014
10850,13784,N/A,As It Is In Heaven,2014
10844,13785,Gemelli,What Happened Last Night,2016
10824,13786,Strand,Spring Fever,2010
10787,13787,IFC,Alone with Her,2007
10782,13788,Indic.,The Man Who Shook the Hand of Vicente Fernandez,2012
10770,13789,Sony,Time and Tide,2001
10761,13790,Strand,Mala Mala,2015
10759,13791,EOne,Special Forces,2012
10730,13792,AD,A Resurrection,2013
10720,13793,Att.,A Matter of Taste,2001
10718,13794,Reg.,Freshman Orientation,2007
10697,13795,CL,Magic to Win,2011
10687,13796,IFC,The Pleasure of Being Robbed,2008
10681,13797,SE,Made in Cleveland,2013
10656,13798,FR,National Bird,2016
10654,13799,CJ,Empire of Lust,2015
10650,13800,LB,American Meat,2013
10645,13801,BFOA,Caucus,2013
10642,13802,Stl.,Robot Carnival,1991
10637,13803,Zion,Mind the Gap,2004
10629,13804,SilP.,One More Round,2005
10628,13805,IFE,Pathfinder (1990),1990
10626,13806,Strand,Lovesong,2017
10622,13807,AL,Jupiter's Wife,1995
10618,13808,Strand,Peter and Vandy,2009
10604,13809,Arab,Rana's Wedding,2003
10604,13810,DWOES,Midget Zombie Takeover,2013
10600,13811,KC,"Marriage, Italian Style (2011 re-release)",2011
10600,13812,SD,Inside the Mind of Leonardo Da Vinci in 3D,2014
10584,13813,Mont.,whaledreamers,2008
10580,13814,N.Arts,Schizopolis,1997
10575,13815,FM,Found Memories,2012
10550,13816,Zeit.,China Heavyweight,2012
10550,13817,IDP,Nola,2003
10535,13818,2Mn,Motorama,1993
10529,13819,Indic.,White Rainbow,2006
10524,13820,Drif,"Fast Trip, Long Drop",1995
10514,13821,Free,Fighting Tommy Riley,2005
10501,13822,FRun,Waiting for Armageddon,2010
10497,13823,Magic,Splinter (2007),2007
10495,13824,Indic.,Clarence (2017),2017
10493,13825,Kino,Zero Kelvin,1996
10490,13826,Indic.,Santa Mesa,2012
10474,13827,IFC,The Autopsy of Jane Doe,2016
10462,13828,Olive,The Milk of Sorrow,2010
10457,13829,CGld,"Norte, the End of History",2014
10454,13830,DWOES,Evil Intent,2013
10452,13831,TRR,Rogue,2008
10440,13832,Rnd.,Let's Get Frank,2004
10433,13833,Kino,In the Pit,2007
10433,13834,CGld,Stray Dogs,2014
10410,13835,Think,Love in the Time of Money,2002
10405,13836,Mont.,Home (2009 drama),2009
10403,13837,FRun,Forgiving Dr. Mengele,2006
10400,13838,SM,Shanghai Calling,2013
10358,13839,TFC,Elemental,2013
10357,13840,FDesk,Zero Bridge,2011
10352,13841,MBox,The Heir Apparent: Largo Winch,2011
10347,13842,Jan.,Liv & Ingmar,2013
10337,13843,IFC,So Goes the Nation,2006
10330,13844,KL,Serial Killer 1,2016
10310,13845,Lafa.,Battle for Haditha,2008
10304,13846,Life,Oasis,2004
10298,13847,Amor,Painted Woman,2017
10289,13848,Kino,The Vanished Empire,2009
10289,13849,Din.,Chaos,2005
10278,13850,MBox,Shepard and Dark,2013
10236,13851,Vita.,As It Is in Heaven (2008),2008
10233,13852,Mont.,The Endless Summer (2014 re-release),2014
10233,13853,TriCoast,Amelia 2.0,2017
10232,13854,INDEP,Approaching the Unknown,2016
10227,13855,Truly,Steel City,2007
10190,13856,AM,The Prince of the Himalayas,2011
10189,13857,MBox,Miss Minoes,2011
10178,13858,Marg.,Ethan Mao,2005
10172,13859,FOR,The Forecaster,2015
10172,13860,Eros,Zindagi Rocks,2006
10171,13861,Tara,"Black Is, Black Ain't",1995
10167,13862,Strand,The Tiger and the Snow,2006
10158,13863,Par.,Glen or Glenda,1981
10152,13864,Pala.,A Bird of the Air,2011
10135,13865,UTV,Husbands in Goa,2012
10133,13866,Exil.,Revolution #9,2002
10104,13867,Mirror,Beta Test,2016
10093,13868,Wells,"Good Morning, Night",2005
10082,13869,KL,Putin's Kiss,2012
10078,13870,IFC,Before I Disappear,2014
10071,13871,Ampl.,Little Accidents,2015
10068,13872,MBox,The Informant,2013
10067,13873,Kino,Kedma,2003
10042,13874,FR,The Sunshine Makers,2017
10035,13875,FM,Come Undone (2010),2010
10033,13876,CL,Starry Starry Night,2012
10024,13877,Indic.,Circle,2010
10021,13878,CDF,The Mind of Mark DeFriest,2015
10017,13879,UTV,Arjun: The Warrior Prince,2012
10000,13880,RF,The Do-Deca-Pentathlon,2012
10000,13881,P4,"Hugh Hefner: Playboy, Activist and Rebel",2010
9995,13882,A24,Into the Forest,2016
9956,13883,UTMW,Made in France,2016
9955,13884,Zeit.,Act of God,2009
9946,13885,IFC,Wild Tigers I Have Known,2007
9936,13886,Reg.,Nina's Heavenly Delights,2007
9915,13887,IFC,Solo Con Tu Pareja,2006
9911,13888,Can.,Haunted Summer,1988
9902,13889,Elep.,If I Didn't Care,2007
9890,13890,Mang.,Fix,2009
9883,13891,FM,In the Name Of,2013
9871,13892,Pha.,The Taxman,1999
9866,13893,Kino,Take Care of My Cat,2002
9862,13894,FM,A Screaming Man,2011
9840,13895,EOne,InchAllah (U.S. only),2013
9816,13896,FRun,Kabbalah Me,2014
9812,13897,Magn.,Down Terrace,2010
9811,13898,InsL,The River Within,2009
9802,13899,FRun,Birth of the Living Dead,2013
9791,13900,Cn4,Cuba: Island of Music,2004
9781,13901,KL,Marius,2014
9777,13902,Truly,Something to Cheer About,2007
9750,13903,KL,Post Mortem,2012
9747,13904,IFC,Welcome to the Punch,2013
9743,13905,FRun,Stolen Moments,1998
9740,13906,Wells,The Book of Life,1999
9736,13907,Castle,Finding Home,2005
9730,13908,Silv.,It's the Rage,2000
9724,13909,Kino,The President's Last Bang,2005
9719,13910,FM,"If You Don't, I Will",2014
9710,13911,KL,Machines,2017
9704,13912,Rialto,Antoine and Antoinette (2013 re-issue),2013
9677,13913,CP,Brutal Beauty: Tales of the Rose City Rollers,2010
9660,13914,Sony,Anatomy,2000
9645,13915,Mont.,Endgame,2009
9614,13916,AL,Virgin,2004
9613,13917,Truly,Macbeth,2007
9602,13918,FRun,The Unknown Soldier,2007
9600,13919,Magn.,Rec 3: Genesis,2012
9600,13920,IFC,Requiem,2006
9580,13921,IFC,Mammoth,2009
9572,13922,Wein.,On the Other Side of the Tracks,2014
9570,13923,CAVU,Vito Bonafacci,2011
9528,13924,7F,Blackballed: The Bobby Dukes Story,2006
9526,13925,Orion,Hotel Colonial,1987
9522,13926,26 Aries,The Lost Arcade,2016
9481,13927,Leg.,Open Season (1996),1996
9481,13928,Trib.,Still Life (2015),2015
9480,13929,PDF,In the House of Flies,2014
9480,13930,NYer,Claire Dolan,2000
9470,13931,Men.,El Bonaerense,2003
9467,13932,Reg.,Tru Loved,2008
9458,13933,Scre.,The Sasquatch Gang,2007
9453,13934,APD/C,Northern Lights (2013 re-release),2013
9436,13935,Kino,As Tears Go By,2008
9432,13936,KL,If I Were You,2013
9425,13937,FRun,I'll Sing for You,2004
9417,13938,Trib.,Zero Charisma,2013
9406,13939,FRun,"One Cut, One Life",2015
9397,13940,First,Smiley Face,2007
9397,13941,CGld,"L'Chayim, Comrade Stalin!",2003
9395,13942,Kino,Two by Scorsese (re-issue),2005
9392,13943,Strand,Primo Amore,2005
9377,13944,Mnf.,Acts of Worship,2003
9376,13945,DFF,Crazy Like a Fox,2006
9365,13946,Free,Radio Free Albemuth,2014
9359,13947,Blow.,Young People Fucking,2008
9342,13948,Vari.,The End of Love,2013
9338,13949,VF,200 Cartas,2013
9331,13950,Wells,Milk and Honey,2005
9331,13951,Gathr,The Immortalists,2014
9318,13952,AFFRM,Better Mus' Come,2013
9318,13953,Magn.,Honeymoon,2014
9309,13954,Magn.,Wonderful World,2010
9291,13955,Palm,Rolling Family,2006
9283,13956,MDL,Chosen,2016
9269,13957,Argo.,The City Dark,2012
9263,13958,TFC,Hooligan Sparrow,2016
9261,13959,Slow,Illusion,2006
9258,13960,Kino,Crossing the Line,2007
9233,13961,IFC,Every Thing Will be Fine,2015
9221,13962,Magn.,The Sacrament,2014
9216,13963,IFC,The Ledge,2011
9213,13964,FRun,11 Flowers,2013
9195,13965,TFA,Ghost Team One,2013
9189,13966,FDesk,Trouble Every Day (2013 re-release),2013
9188,13967,Pala.,Frank and Lola,2016
9186,13968,AL,The Young Girl and the Monsoon,2001
9166,13969,Abr.,Robert Blecker Wants Me Dead,2009
9129,13970,Strand,Cupcakes,2015
9129,13971,Gold.,Thirst Street,2017
9124,13972,Cdgm.,Call Me Kuchu,2013
9110,13973,PDF,Lycan,2017
9104,13974,PDF,The Eyes,2017
9103,13975,Cohen,Julian Schnabel: A Private Portrait,2017
9100,13976,SF,Decoding Deepak,2012
9090,13977,Leg.,Eight Days a Week,1999
9080,13978,Cow.,Il Posto,2002
9078,13979,Zeit.,Out of the Past (1998),1998
9075,13980,NYer,ABC Africa,2002
9069,13981,TRR,Janky Promoters,2009
9066,13982,Lions,Hi-Life,1998
9064,13983,FmC.,Living Life,2005
9045,13984,FM,The Lesson,2015
9037,13985,Hrtl,Tequila Body Shots,1999
9033,13986,MR,Chronic,2016
9017,13987,IFC,Clandestine Childhood,2013
9004,13988,PMP,Art of Submission,2012
9000,13989,SD,Station to Station,2015
8994,13990,MR,An Eye for Beauty,2015
8979,13991,Olive,Brotherhood (Broderskab),2010
8965,13992,AFFRM,Big Words,2013
8965,13993,Strand,Slipstream,2007
8944,13994,FR,Magnus,2016
8942,13995,FRun,Three Stars,2012
8939,13996,Arth.,Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe,2007
8919,13997,FM,Corpo Celeste,2012
8906,13998,Castle,The Hawk,1993
8905,13999,Magn.,The Last King,2016
8899,14000,Aren,Imagining Argentina,2004
8886,14001,Free,Northern Soul,2015
8884,14002,Strand,White Elephant,2013
8872,14003,L/Z,Strike,2007
8870,14004,Indic.,B-Side,2015
8860,14005,7Art,The Swenkas,2005
8858,14006,Bal.,Senorita Extraviada,2003
8856,14007,FRun,Special Treatment,2011
8845,14008,Mont.,The Pardon,2015
8840,14009,MS,Providence,2016
8824,14010,Imag.,Home Run Showdown,2012
8811,14011,KL,The Cabinet of Dr. Caligari (2014 re-release),2014
8808,14012,MBox,Paul Coelho's Best Story,2015
8799,14013,Indic.,Dawn of the Crescent Moon,2015
8785,14014,MNE,Hell Baby,2013
8780,14015,IRS,Blood and Concrete,1991
8779,14016,AL,Bounce: Behind the Velvet Rope,2001
8747,14017,Scre.,Evil Remains,2004
8744,14018,IFC,Elite Squad,2008
8738,14019,FM,Only When I Dance,2010
8736,14020,Can.,Duet for One,1986
8735,14021,KL,Fanny,2014
8733,14022,FM,How I Ended This Summer,2011
8719,14023,Magn.,Closing Escrow,2007
8718,14024,Rialto,The Man in the White Suit (2012 re-release),2012
8705,14025,Strand,I'm Glad My Mother is Alive,2011
8700,14026,FM,Amnesia,2017
8688,14027,FRun,Man on a Mission,2012
8663,14028,FRun,Without the King,2008
8655,14029,Maya,Amexicano,2008
8631,14030,Long Shot,"Small, Beautiful Moving Parts",2012
8629,14031,Magn.,A Good Day to Be Black and Sexy,2008
8628,14032,IFC,Drama/Mex,2007
8623,14033,IFC,Comet,2014
8614,14034,TFC,Mosquita y Mari,2012
8612,14035,Orch.,Meet Me in Montenegro,2015
8601,14036,PHP,General Education,2012
8601,14037,ICir,Farewell to Hollywood,2015
8593,14038,Cnv.,G.I. Jesus,2007
8593,14039,IDP,Kaena: The Prophecy,2004
8564,14040,P4,Lucky (2011),2011
8528,14041,Strand,The Mystery of Happiness,2014
8528,14042,KL,Maigret Sets a Trap (2017 re-release),2017
8526,14043,Grey,I Was a Jewish Sex Worker,1997
8512,14044,OGP,The Quitter,2014
8511,14045,Free,Cartas a Elena,2012
8466,14046,Avat.,Zero Day,2003
8464,14047,P4,Another Happy Day,2011
8462,14048,Mont.,Canopy,2014
8454,14049,Icar.,Salvador Allende,2007
8453,14050,Artma,Goodbye Momo,2007
8452,14051,IFC,The Snowtown Murders,2012
8449,14052,Vari.,Blind Date (2009),2009
8447,14053,IFC,Almost Human,2014
8445,14054,Argo.,The Institute,2013
8438,14055,Arrow,We Are the Flesh,2017
8437,14056,Free,Hello Herman,2013
8426,14057,CGld,Red Hollywood,2014
8425,14058,Focus,Love is in the Air,2014
8419,14059,Think,Glastonbury,2007
8405,14060,Strand,Dreams of a Life,2012
8395,14061,THS,The Happy Sad,2013
8377,14062,Abr.,Downloaded,2013
8374,14063,CGld,Counting,2015
8362,14064,SD,Gilbert,2017
8360,14065,Flat,The Rising Place,2002
8350,14066,Drct.,Stealing America: Vote by Vote,2008
8350,14067,Indic.,Eternity the Movie,2014
8349,14068,Icar.,Gringo Trails,2014
8348,14069,Osci.,A Teacher,2013
8340,14070,DSt.,Summer in Berlin,2007
8329,14071,Spat,Ill Gotten Gains,1998
8325,14072,Men.,Natasha,2017
8321,14073,Mont.,Winter of Frozen Dreams,2009
8302,14074,Abr.,Mr. Chibbs,2017
8297,14075,Anch.,Grace (2009),2009
8290,14076,ENTMP,Served Like a Girl,2017
8286,14077,Magn.,Yonkers Joe,2009
8277,14078,MBox,We Are Twisted F***ing Sister!,2016
8265,14079,Magn.,Life Partners,2014
8253,14080,A24,Mojave,2016
8253,14081,FM,Aliyah,2013
8245,14082,Free,The Girl in the Book,2015
8244,14083,Strand,Empty Hours,2014
8242,14084,Lorb.,Korkoro,2011
8239,14085,FR,Silicon Cowboys,2016
8225,14086,Castle,The Innocent Sleep,1997
8217,14087,Mile.,My Brother's Wedding (re-issue),2007
8212,14088,CL,A Fool (Yi ge shao zi),2015
8201,14089,VPD,Gladiators of Rome,2014
8176,14090,Jan.,Jellyfish Eyes,2015
8171,14091,KL,Anatahan (2017 re-release),2017
8169,14092,FRun,Suspended Animation,2003
8161,14093,Magn.,Weirdsville,2007
8148,14094,First,Little Fish,2006
8139,14095,IFC,Argento's Dracula 3D,2013
8133,14096,Rialto,Bob Le Flambeur (2017 re-release),2018
8129,14097,AL,Twist of Faith,2005
8125,14098,Kino,Loren Cass,2009
8111,14099,UTMW,What's In a Name?,2013
8109,14100,FR,From Nowhere,2017
8106,14101,IFC,The Intended,2004
8100,14102,AFFRM,Restless City,2012
8095,14103,KL,La Maison De La Radio,2013
8093,14104,FRun,Next Year Jerusalem,2014
8088,14105,Anch.,Pawn Shop Chronicles,2013
8085,14106,NYer,Games of Love and Chance (L'Esquive),2005
8077,14107,KL,Golden Kingdom,2016
8077,14108,Zeit.,In the Mirror of Maya Deren,2003
8074,14109,FM,The Other Side,2016
8064,14110,Scre.,Spinning Into Butter,2009
8050,14111,IFC,I Sell the Dead,2009
8046,14112,Tar.,16 Years of Alcohol,2005
8043,14113,Truly,Fall to Grace,2006
8042,14114,Inn.,No Turning Back,2003
8030,14115,Abr.,Reunion,2009
8025,14116,N/A,The Iron Man,2007
8025,14117,KL,Steak (R)evolution,2015
8022,14118,Indic.,Straight Outta Tompkins,2015
8020,14119,IFC,Wrecked,2011
8018,14120,MFD,The Scoundrel's Wife,2003
8018,14121,Rum.,Occupation: Dreamland,2005
8015,14122,Indic.,Ridge Runners,2018
8004,14123,Gold.,Pet,2016
8000,14124,FRun,Brothers in Trouble,1997
8000,14125,Nev,Scorched,2003
7998,14126,FRun,Talent Has Hunger,2016
7995,14127,PC,All About Evil,2010
7991,14128,Castle,Paper Mask,1991
7986,14129,Reg.,Eleven Minutes,2009
7965,14130,Free,One Small Hitch,2015
7960,14131,IFC,Roseanne for President!,2016
7943,14132,IFC,Stolen (2010),2010
7925,14133,Icar.,A Decent Factory,2005
7924,14134,FRun,Mugabe and the White African,2010
7914,14135,Ghop,Portrait of a Garden,2016
7891,14136,Hon,Kilo Two Bravo,2015
7889,14137,MNE,The Babymakers,2012
7886,14138,Anch.,Nothing Left to Fear,2013
7883,14139,IFC,Coastlines,2006
7876,14140,KL,Swept Away (2017 re-release),2017
7867,14141,Grey,Resident Alien,1991
7865,14142,WGUSA,Rigor Mortis,2014
7862,14143,CP,Zenith,2010
7856,14144,A24,The Ballad of Lefty Brown,2017
7838,14145,Key.,The Prince of Central Park,2000
7825,14146,Magn.,Roadie (2012),2012
7822,14147,FRun,Photographic Memory,2012
7814,14148,Distrib.,The Great Man,2015
7793,14149,VE,Overdrive,2017
7791,14150,KL,Archipelago,2014
7772,14151,KL,Faith Connections,2014
7763,14152,Micro.,Zerophilia,2006
7753,14153,Palm,Kill Your Idols,2006
7750,14154,WGUSA,And While We Were Here,2013
7744,14155,Free,Come Back to Me,2014
7734,14156,IFC,The Riot Club,2015
7718,14157,Engel,A Walk to Beautiful,2008
7706,14158,B360,Maurizio Cattelan: Be Right Back,2017
7704,14159,Strand,The Man of My Life,2007
7703,14160,Icar.,I Don't Belong Anywhere: The Cinema of Chantal Akerman,2016
7690,14161,Emp.,With All Deliberate Speed,2004
7689,14162,Gar.,Space Rage,1986
7682,14163,Mira.,The Last of the High Kings,1998
7679,14164,WGUSA,Iceman (2014),2014
7668,14165,Aloha,El Sueno del Regreso,2006
7656,14166,Pict.,The Whore's Son,2006
7650,14167,Artma,Masai: The Rain Warriors,2006
7643,14168,IFC,Last Days Here,2012
7634,14169,Truly,Jazz in the Diamond District,2009
7615,14170,FM,King of Devil's Island,2011
7578,14171,Crnth,The President,2016
7562,14172,IFC,Freak Show,2018
7556,14173,Castle,A Business Affair,1995
7556,14174,PARAIN,Area 51,2015
7553,14175,CGld,The Wrong Light,2017
7535,14176,FRun,Tales from the Script,2010
7529,14177,Anch.,Girls Against Boys,2013
7519,14178,Abr.,Birthright: A War Story,2017
7516,14179,BBC,They Will Have to Kill Us First,2016
7506,14180,Roxie,loudQUIETloud: A Film About The Pixies,2006
7506,14181,Truly,Disappearances,2007
7489,14182,IFC,Frank Serpico,2017
7476,14183,Zeit.,Old Stone,2016
7466,14184,Osci.,Brooklyn Brothers Beat the Best,2012
7461,14185,UTV,Udaan,2010
7451,14186,DCo.,The Cult of the Suicide Bomber,2006
7440,14187,CLS,The Little Bedroom,2014
7429,14188,IFC,Raze,2014
7426,14189,PDA,Bel Borba Aqui,2012
7424,14190,Distrib.,On the Way to School,2015
7420,14191,Outr.,The Dogwalker (2002),2002
7416,14192,Sab.,Rubble Kings,2015
7413,14193,IFC,Price Check,2012
7406,14194,NYer,Waiting for Happiness,2003
7404,14195,ICir,Allegro,2007
7396,14196,Trib.,The Giant Mechanical Man,2012
7384,14197,FRun,Silent Waters,2004
7376,14198,Osci.,The Thorn in the Heart,2010
7373,14199,GCF,Desperate Acts of Magic,2013
7358,14200,MBox,The Film Critic,2015
